Would you go to Corridor Grasp Bleach er come back .,Move ( Corridor ) Find ( Bleach Corridor ) Move ( HERE )
Would you bring camera from Reception_Table move to Sofa go to Corridor .,Move ( Reception_Table ) Find ( camera Reception_Table ) Move ( Sofa ) Move ( Corridor )
Go to Living_Table and find a person neayby bring Dish_Cleaner from Living_Sofa .,Move (  Living_Table  ) Find ( Dish_Cleaner Living_Table  ) Grasp ( Dish_Cleaner ) Find ( pesron Living_Table ) Plcae ( Dish_Cleaner PERSON )
Go to kitchen get Brown_Tea throw it into Dustbin please .,Move ( kitchen ) Find ( Brown_Tea kitchen ) Grasp ( Brown_Tea ) Move ( Dustbin ) Place ( Brown_Tea Dustbin )
Call a person then ask for an order get toy_car from Sofa .,Say ( person ) Listen ( toy_car ) Move ( Sofa ) Find ( toy_car Sofa ) Grasp ( toy_car ) Move ( toy_car ) Place ( toy_car Sofa ) 
Can you bring Stick_Potato from Kitchen_Table go to lobby move to Sofa .,Move ( Kitchen_Table ) Find ( Stick_Potato Kitchen_Table  ) Grasp ( Stick_Potato ) Move ( lobby ) ( Sofa )
Can you go to Kitchen_Table take Stick_Potato carry it to Reception_Table .,Move ( Kitchen_Table  ) Find ( Stick_Potato Kitchen_Table ) Grasp ( Stick_Potato ) Move ( Reception_Table )
Go to Living_Table  and  detect Japanese_Tea Grasp it .,Move (  Living_Table  ) Find ( Japanese_Tea Living_Table  ) Grasp ( Japanese_Tea ) 
Go to Dining_Room er find a person neayby bring Japanese_Tea from Sofa .,Move ( Dining_Room ) Find ( person Dining_Room ) Move ( Sofa ) Grasp ( Japanese_Tea )
Well get Japanese_Dressing from Dining_Table go to lobby go to Visitor_Room .,Move ( Dining_Table ) Find ( Japanese_Dressing Dining_Table  ) Grasp ( Japanese_Dressing )  Move ( lobby ) Move ( Visitor_Room )
Would you go to Side_Table take pink_cup er come back .,Move ( Side_Table ) Find ( pink_cup Side_Table ) Grasp ( pink_cup ) Move ( HERE )
Go to Corridor  move to Living_Table  then leave the apartment .,Move ( Corridor ) Move ( Living_Table ) Move ( apartment )
Go to Living_Room take Chip_Star place it on Dining_Sofa okay .,Move (  Living_Room  ) Find ( Chip_Star Living_Room ) Grasp ( Chip_Star ) Move ( Dining_Sofa )
Go to bed_room er find a person neayby bring Japanese_Tea from Dining_Sofa .,Move ( bed_room ) Find ( person bed_room ) Move ( Dining_Sofa ) Grasp ( Japanese_Tea )
Can you go to Corridor get salt then come back .,Move (  Corridor  ) Find ( salt Corridor ) Grasp ( salt ) Move ( HERE )
Go to Living_Sofa  and  detect toy_car Grasp it .,Move (  Living_Sofa  ) Find ( toy_car Living_Sofa  ) Grasp ( toy_car ) 
Move to Reception_Table  Grasp pink_cup  leave the apartment please .,Move ( Reception_Table ) Find ( pink_cup Reception_Table  ) Grasp ( pink_cup ) Move ( apartment )
Go to Corridor then find a person neayby bring ground_pepper from Side_Table .,Move ( Corridor ) Find ( person Corridor ) Move ( Side_Table ) Grasp ( ground_pepper )
Go to Side_Table find a person neayby finally follow a person .,Move ( Side_Table ) Find ( person Side_Table  ) Follow ( person )
